Date;Pic journalier consommation (MW);Température moyenne (°C);Température référence (°C)
2023-07-25;50289.0;18.2;21.2
2023-07-27;50269.0;20.4;21.2
2023-08-05;43266.0;17.4;21.0
2023-08-12;44046.0;22.3;20.7
2023-08-22;53982.0;25.9;19.9
2023-09-02;46259.0;21.2;18.6
2023-09-06;53489.0;24.5;18.2
2023-09-09;47757.0;25.2;17.8
2023-09-12;53163.0;20.5;17.4
2023-09-22;50125.0;14.8;16.1
2023-09-26;49511.0;18.1;15.6
2023-10-01;43740.0;19.4;15.0
2023-10-02;51906.0;20.6;14.8
2023-10-11;50426.0;18.7;13.6
2023-10-13;50165.0;20.2;13.4
2023-10-16;53288.0;11.2;13.0
2023-10-22;46579.0;12.7;12.1
2023-10-25;55044.0;13.8;11.7
2023-01-13;64871.0;9.2;4.8
2023-01-14;59352.0;9.3;4.8
2023-01-15;62748.0;7.2;4.8
2023-01-18;79144.0;2.3;4.9
2023-01-19;78912.0;1.9;5.0
2023-01-28;73863.0;2.9;5.4
2023-02-06;73578.0;4.8;5.9
2023-02-13;75739.0;5.7;6.2
2023-02-18;56899.0;10.6;6.5
2023-02-20;65698.0;7.9;6.7
2023-02-24;64684.0;8.1;6.9
2023-03-05;64416.0;5.2;7.5
2023-03-07;69553.0;5.8;7.7
2023-03-11;57457.0;8.7;8.0
2023-03-15;63032.0;8.0;8.3
2023-03-18;51293.0;11.5;8.6
2023-03-21;57921.0;11.0;8.9
2023-03-26;51763.0;10.1;9.4
2023-03-27;60520.0;8.3;9.5
2023-04-03;61953.0;8.4;10.3
2023-04-12;56519.0;10.6;11.5
2023-05-02;51718.0;14.3;14.1
2023-05-07;43803.0;15.7;14.7
2023-05-10;52645.0;13.5;15.1
2023-05-11;51786.0;13.1;15.2
2023-05-16;52360.0;12.6;15.8
2023-05-21;43791.0;16.5;16.3
2023-05-23;50012.0;16.3;16.6
2023-05-26;49210.0;17.9;16.9
2023-05-28;41473.0;19.9;17.1
2023-05-29;43939.0;18.9;17.2
2023-06-03;45046.0;18.6;17.7
2023-06-06;49633.0;19.8;18.0
2023-06-07;50322.0;21.0;18.1
2023-06-14;51723.0;21.6;18.8
2023-06-21;52103.0;22.3;19.4
2023-06-23;51008.0;21.7;19.6
2023-06-26;51516.0;21.6;19.8
2023-06-27;50989.0;20.7;19.9
2023-07-08;48287.0;25.4;20.7
2023-07-10;53967.0;24.0;20.8
2023-07-11;55585.0;24.3;20.9
2023-07-20;52858.0;21.2;21.2
2023-07-21;52109.0;20.4;21.2
2023-07-23;44788.0;21.6;21.2
2023-07-28;50202.0;21.4;21.2
2023-07-29;45696.0;21.2;21.2
2023-07-31;47920.0;20.3;21.2
2023-08-04;46913.0;17.8;21.1
2023-08-06;41654.0;17.3;21.0
2023-08-07;45715.0;17.6;20.9
2023-08-08;46098.0;19.2;20.9
2023-08-14;45736.0;22.1;20.5
2023-08-19;45975.0;24.8;20.1
2023-08-25;52016.0;21.8;19.5
2023-08-27;42370.0;17.2;19.3
2023-08-28;49275.0;16.9;19.2
2023-08-30;50115.0;17.0;19.0
2023-09-14;50862.0;19.5;17.2
2023-09-20;50776.0;19.2;16.4
2023-09-21;50344.0;17.0;16.3
2023-09-23;44910.0;14.1;16.0
2023-09-28;49791.0;19.3;15.3
2023-10-07;45796.0;16.5;14.2
2023-10-14;45927.0;15.5;13.2
2023-10-18;54161.0;16.6;12.7
2023-10-23;55105.0;12.0;12.0
2023-10-26;55128.0;13.9;11.6
2023-10-29;47995.0;14.3;11.1
2023-10-31;54790.0;12.5;10.8
2023-01-05;62868.0;11.2;4.6
2023-01-09;69669.0;7.6;4.7
2023-01-11;67070.0;9.4;4.7
2023-02-03;72055.0;7.5;5.7
2023-02-10;78425.0;3.9;6.1
2023-02-11;68787.0;4.3;6.1
2023-02-16;68538.0;8.4;6.4
2023-02-19;56214.0;9.7;6.6
2023-02-26;68468.0;3.4;7.0
2023-03-12;53382.0;12.0;8.1
2023-03-20;59134.0;9.7;8.8
2023-03-31;54832.0;12.5;10.0
2023-04-01;51357.0;10.7;10.1
2023-04-11;55574.0;11.7;11.3
2023-04-15;53205.0;10.2;11.9
2023-04-16;49905.0;10.3;12.0
2023-04-18;56676.0;11.3;12.3
2023-04-19;54921.0;13.2;12.4
2023-04-20;53677.0;11.1;12.5
2023-04-21;55845.0;10.7;12.7
2023-04-23;48501.0;12.2;12.9
2023-04-30;44668.0;14.1;13.8
2023-05-06;45080.0;16.5;14.6
2023-05-08;44894.0;15.8;14.8
2023-05-18;46221.0;13.0;16.0
2023-05-27;44307.0;19.4;17.0
2023-06-04;42361.0;19.6;17.8
2023-06-08;50696.0;21.7;18.2
2023-06-12;50581.0;20.9;18.6
2023-06-13;50872.0;21.2;18.7
2023-06-17;46437.0;23.2;19.0
2023-07-04;51864.0;19.8;20.4
2023-07-17;51983.0;21.0;21.1
2023-07-19;53504.0;22.0;21.1
2023-07-26;50131.0;18.8;21.2
2023-08-01;48352.0;20.2;21.2
2023-08-09;46478.0;21.0;20.8
2023-08-11;48241.0;22.5;20.7
2023-08-18;49474.0;24.9;20.2
2023-08-29;49965.0;16.6;19.1
2023-08-31;50694.0;17.7;18.9
2023-09-04;52089.0;24.6;18.4
2023-09-10;46939.0;24.8;17.7
2023-09-11;52659.0;22.7;17.5
2023-09-19;50331.0;18.4;16.5
2023-09-24;43064.0;15.0;15.9
2023-09-30;45273.0;18.0;15.1
2023-10-04;51212.0;15.2;14.6
2023-10-09;49903.0;18.6;13.9
2023-10-12;50608.0;19.2;13.5
2023-10-15;45318.0;11.8;13.1
2023-10-20;52190.0;15.3;12.4
2023-10-21;48306.0;13.7;12.3
2023-10-28;50492.0;13.3;11.3
2023-10-30;55858.0;12.8;11.0
